Giá,DT,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
"25,5 tỷ",300 m,Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,7m5m,Y,"Phòng trọ, nhà trọ",---,Y,---,7,Y,---,16,---
90 tỷ,234 m,Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,10mm,Y,"Nhà hàng, khách sạn",---,Y,---,10,Y,---,47,---
110 tỷ,244 m,Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,Y,Cần bán,"10,m",Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,15m,14,Y,18m,77,---
120 tỷ,450 m,Đường Loseby, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,10mm,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,20m,11,Y,---,90,---
56 tỷ,300 m,Đường An Thượng 30, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Nam,Y,Cần bán,5m5m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,15m,10,Y,20m,42,---
35 tỷ,153 m,Đường An Thượng 34, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,Y,Cần bán,5m5m,Y,"Nhà hàng, khách sạn",Giấy tờ hợp lệ,Y,9m,9,Y,17m,15,---
180 tỷ,333 m,Đường Bạch Đằng, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng,Đông,Y,Cần bán,15m,Y,"Nhà hàng, khách sạn",---,Y,---,12,Y,---,62,---
65 tỷ,210 m,Đường An Đồn, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Bắc,Y,Cần bán,---,Y,"Nhà hàng, khách sạn",Giấy tờ hợp lệ,Y,10m,12,Y,20m,56,---
80 tỷ,260 m,Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,Y,Cần bán,---,Y,"Nhà hàng, khách sạn",Giấy tờ hợp lệ,Y,12m,12,Y,22m,50,---
120 tỷ,270 m,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,15m,---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,"13,5m",15,---,20m,70,---
500 tỷ,1.000 m,Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,---,Cần bán,30m,---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,30m,25,---,---,200,---
230 tỷ,550 m,Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Bắc,Y,Cần bán,7m5m,Y,"Nhà hàng, khách sạn",Giấy tờ hợp lệ,Y,20m,18,Y,26m,100,---
225 tỷ,1.000 m,Đường Hoa Hồng 4, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Tây,Y,Cần bán,10m,Y,"Biệt thự, nhà liền kề",Giấy tờ hợp lệ,Y,30m,2,Y,33m,7,---
75 tỷ,202 m,Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Tây,Y,Cần bán,7m5m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,9m,11,Y,"22,5m",47,---
300 tỷ,435 m,Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,Y,Cần bán,15m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,10m,16,Y,44m,105,---
"40,5 tỷ",300 m,Đường Sương Nguyệt Ánh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Nam,---,Cần bán,7m5m,---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,15m,5,---,25m,28,---
"4,1 tỷ",75 m,Đường Trần Văn Đang, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,15m,3,---
"2,85 tỷ",50 m,Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"5,2m",2,Y,9m,3,---
"3,85 tỷ",60 m,Đường Đào Sư Tích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,20m,4,---
"4,2 tỷ",75 m,Đường Nguyễn Nho Túy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,15m,2,---
"3,5 tỷ",100 m,Đường Tú Quỳ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,---,5m,1,---,20m,5,---
42 tỷ,200 m,Đường Lê Thước, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,7m5m,---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,17m,7,---,12m,12,---
160 tỷ,300 m,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,---,Cần bán,15m,---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,15m,19,---,20m,94,---
"3,1 tỷ",97 m,Đường Lê Trọng Tấn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"19,4m",---,---
70 tỷ,180 m,Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,Y,Cần bán,10mm,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,9m,11,Y,20m,50,---
"1,6 tỷ",75 m,Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"7,5m",---,---,10m,---,---
3 tỷ,88 m,Đường Đặng Như Mai, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,1,---,---,1,---
320 tỷ,4.600 m,Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,7m5m,---,"Nhà hàng, khách sạn",Giấy tờ hợp lệ,---,---,3,---,---,30,---
60 tỷ,180 m,Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Bắc,Y,Cần bán,7m5m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,9m,11,Y,20m,50,---
"4,95 tỷ",92 m,Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,1,---,"18,5m",2,---
"10,9 tỷ",89 m,Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",5,---,"19,8m",6,---
"5,8 tỷ",76 m,Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"4,5m",2,Y,17m,2,---
52 tỷ,162 m,Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,---,Cần bán,5m5m,---,"Nhà hàng, khách sạn",---,---,9m,11,---,18m,40,---
"13,8 tỷ",110 m,Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Bắc,Y,Cần bán,---,Y,"Nhà hàng, khách sạn",---,Y,5m,7,Y,21m,22,---
"2,3 tỷ",91 m,Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,4m,---,---,---,---,---
"3,3 tỷ",90 m,Đường Phan Sĩ Thực, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,6m,---,---,15m,---,---
"1,9 tỷ",108 m,Đường Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,7m,1,---,---,5,---
"2,3 tỷ",102 m,Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,8m",---,---,---,---,---
"4,8 tỷ",100 m,Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Nam,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,20m,3,---
"2,8 tỷ",100 m,Đường Lỗ Giáng 20, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"4,95 tỷ",55 m,Đường Ông Ích Khiêm, Phường Nam Dương, Quận Hải Châu, Đà Nẵng,Tây Nam,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,4,---,---,4,---
"3,2 tỷ",100 m,Đường Cồn Dầu 1, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"4,7 tỷ",56 m,Đường An Mỹ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,4m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,1,---,---,3,---
"3,6 tỷ",105 m,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,21m,---,---
"4,2 tỷ",144 m,Đường Bùi Xương Trạch, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,---,---,3,---
"4,2 tỷ",125 m,Đường Nguyễn Thuật, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,25m,3,---
"4,4 tỷ",83 m,Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng,Tây,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
"4,1 tỷ",45 m,Đường Hoàng Văn Thụ, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng,Tây Nam,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,2,---,---,2,---
"4,3 tỷ",81 m,Đường Hòa Minh 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",3,---,"18,1m",2,---
"11,5 tỷ",90 m,Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,4m,---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,"4,2m",5,---,---,8,---
"4,35 tỷ",73 m,Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,---,Cần bán,3m,---,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,---,5m,1,---,---,5,---
"3,95 tỷ",56 m,Đường Huỳnh Lý, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,1,---,---,2,---
"3,5 tỷ",106 m,Đường Lê Duy Lương, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"12,3 tỷ",71 m,Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,---,4,---
"2,65 tỷ",58 m,Đường Vũ Lăng, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,1,---,---,2,---
9 tỷ,110 m,Đường Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,22m,3,---
"5,5 tỷ",105 m,Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,Tây Bắc,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,4m",2,---,---,2,---
"3,05 tỷ",113 m,Đường Nhơn Hòa 19, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,---,3,---
17 tỷ,200 m,Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng,Tây Bắc,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,20m,---,---
"3,85 tỷ",77 m,Đường Hà Xuân 1, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",---,---,5m,---,---,---,---,---
14 tỷ,90 m,Đường An Cư 5, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Nam,---,Cần bán,"5,5m",---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,5m,6,---,18m,12,---
"6,5 tỷ",167 m,Đường Hoàng Bình Chính, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"8,6m",---,---,---,---,---
"4,05 tỷ",100 m,Trung Lương 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"6,4 tỷ",81 m,Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,16m,2,---
"2,55 tỷ",95 m,Lỗ Giáng 19, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,18m,---,---
"6,8 tỷ",100 m,Đường Dương Vân Nga, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,20m,12,---
"3,9 tỷ",100 m,Đường Chế Viết Tấn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"2,8 tỷ",90 m,Đường Nguyễn Tuyển, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,18m,---,---
"2,99 tỷ",72 m,Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
16 tỷ,130 m,Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Đông,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,---,1,---
"8,8 tỷ",102 m,Đường Nguyễn Tri Phương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,Tây,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"3,6m",5,---,---,3,---
"3,2 tỷ",72 m,Đường Ngô Trí Hòa, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,1,---,18m,2,---
"3,4 tỷ",72 m,Đường Hoa Lư, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,1,---,---,3,---
"2,3 tỷ",81 m,Đường Hà Văn Trí, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,2m,---,Nhà trong hẻm,---,---,"4,2m",2,---,---,3,---
16 tỷ,200 m,Đường Lê Hữu Khánh, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,10m,2,---,20m,3,---
"2,4 tỷ",120 m,Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,Tây,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,1,---,24m,5,---
"5,7 tỷ",100 m,Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,20m,4,---
"10,2 tỷ",100 m,Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,20m,4,---
"5,7 tỷ",108 m,Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Nam,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
"3,4 tỷ",100 m,Đường Đậu Quang Lĩnh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
6 tỷ,72 m,Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,3,---,---,5,---
"1,45 tỷ",82 m,Đường Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Nam,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,7m",---,---,---,---,---
"6,5 tỷ",67 m,Đường Phan Kế Bính, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,3m",1,---,---,2,---
16 tỷ,270 m,Đường Nguyễn Lữ, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,"7,5m",---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,15m,3,---,---,6,---
"6,5 tỷ",76 m,Đường Bàu Tràm 1, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",3,---,---,3,---
"5,15 tỷ",61 m,Đường Tôn Thất Thiệp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,4m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,---,3,---
15 tỷ,192 m,Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,10m,6,---,---,8,---
"4,5 tỷ",61 m,Đường Bình An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Bắc,---,Cần bán,4m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",3,---,---,3,---
"6,9 tỷ",90 m,Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,---,---,4,---
"7,4 tỷ",88 m,Đường Tạ Mỹ Duật, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,---,4,---
"5,2 tỷ",70 m,Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,2,---,---,3,---
"2,65 tỷ",127 m,Đường Lê Trọng Tấn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"7,8 tỷ",100 m,Đường Thủy Sơn 3, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,5m,5,---,20m,7,---
19 tỷ,595 m,Đường Nguyễn Đình Chiểu, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,16m,2,---,39m,4,---
21 tỷ,200 m,Đường Hoàng Công Chất, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"5,5m",---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,10m,9,---,20m,27,---
"2,45 tỷ",61 m,Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,Nam,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,2,---,12m,2,---
"7,5 tỷ",125 m,Đường Trung Lương, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,7m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,25m,4,---
"3,8 tỷ",115 m,Đường Phan Tòng, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
6 tỷ,80 m,Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,30m,---,Nhà mặt tiền,---,---,---,2,---,---,3,---
"4,15 tỷ",50 m,Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,10m,3,---
"4,5 tỷ",78 m,Đường Nguyễn Đình, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,5m",---,---,---,---,---
"2,9 tỷ",100 m,Đường Nhơn Hòa 1, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
8 tỷ,100 m,Đường Đinh Thị Vân, Phường An Khê, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,"10,5m",---,Nhà mặt tiền,---,---,---,3,---,---,4,---
"8,7 tỷ",110 m,Đường Nguyễn Xuân Khoát, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,7m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,3,---,19m,3,---
"4,9 tỷ",56 m,Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"4,5m",4,Y,13m,3,---
"4,4 tỷ",80 m,Đường Lê Duẩn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,7m,---,Nhà trong hẻm,---,---,---,3,---,---,2,---
"7,5 tỷ",90 m,Đường Tôn Thất Tùng, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",3,---,---,4,---
"3,49 tỷ",72 m,Đường Hòa Minh 3, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,---,2,---
"9,6 tỷ",98 m,Đường Huỳnh Tấn Phát, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,"19,5m",3,---
